V3_gene	V4_gene	Sequence_change_or_not_in_two_versions	Method	Type
GRMZM2G180596	Zm00001d023459	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G180605	Zm00001d040116	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180612	Zm00001d003839	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180618	10:6279911-6280654	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G180620	Zm00001d040117	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G180622	Zm00001d040118	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180625	Zm00001d035156	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180639	Zm00001d036789	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180650	Zm00001d008792	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180654	Zm00001d036790	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180659	Zm00001d035157	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G180668	Zm00001d010759	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180691	Zm00001d005110	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180693	Zm00001d036874	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G180697	Zm00001d005109	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180699	Zm00001d044179	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180704	Zm00001d005108	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180716	Zm00001d025696	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180720	Zm00001d000021	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180724	Zm00001d021508	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180728	Zm00001d041334	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180732	Zm00001d044175	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180740	Zm00001d016357	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180775	Zm00001d051314	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180782	Zm00001d015071	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G180799	3:176011941-176013423	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G180811	Zm00001d053038	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G180815	Zm00001d044116	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180825	Zm00001d044114	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180836	9:2472076-2475699	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G180847	Zm00001d006127	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180863	Zm00001d046742	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180870	Zm00001d002192	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G180870	Zm00001d002193	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G180876	Zm00001d005165	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180879	Zm00001d031248	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180889	Zm00001d028952	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180903	Zm00001d015817	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180909	Zm00001d029973	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180916	Zm00001d029975	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180920	Zm00001d017837	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180922	Zm00001d017836	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180926	Zm00001d017834	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180930	Zm00001d017833	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180947	Zm00001d006813	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180950	Zm00001d006815	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180951	Zm00001d027472	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180967	Zm00001d053641	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180971	Zm00001d053640	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180975	Zm00001d020109	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180979	Zm00001d033610	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180982	Zm00001d033611	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180983	Zm00001d017812	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180988	Zm00001d011854	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G180990	Zm00001d009074	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181000	Zm00001d013406	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181002	Zm00001d013405	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G181018	Zm00001d006112	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181028	Zm00001d013402	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181030	Zm00001d026017	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181051	7:13045072-13045794	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G181073	Zm00001d048934	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G181081	Zm00001d044642	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G181081	Zm00001d044644	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G181098	2:74664562-74665885	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G181104	Zm00001d038944	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181106	7:50982111-50983455	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G181111	Zm00001d038943	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181135	Zm00001d043651	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181148	Zm00001d048198	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181151	Zm00001d036961	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181153	Zm00001d027394	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G181158	Zm00001d006428	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G181192	Zm00001d024245	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181194	Zm00001d049945	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181206	Zm00001d038240	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181219	Zm00001d022006	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181227	Zm00001d023779	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181231	Zm00001d032457	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181236	Zm00001d032458	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181237	Zm00001d053637	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G181242	4:237954006-237955308	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G181251	Zm00001d023706	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181254	Zm00001d030803	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181258	Zm00001d023707	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181259	Zm00001d038272	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181266	Zm00001d008623	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181269	Zm00001d011136	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181273	Zm00001d017676	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181276	Zm00001d033082	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G181277	Zm00001d033084	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G181281	Zm00001d021097	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181284	Zm00001d022501	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181336	Zm00001d052075	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181354	Zm00001d052076	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181358	Zm00001d052077	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181359	Zm00001d052078	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181362	Zm00001d052079	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181371	Zm00001d020910	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181376	7:136264640-136266590	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G181378	Zm00001d020913	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181390	Zm00001d020838	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181415	7:74514028-74515322	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G181422	Zm00001d049133	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181453	Zm00001d025673	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181456	Zm00001d049301	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181470	9:78361708-78363214	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G181484	Zm00001d042853	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181491	Zm00001d052876	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181497	Zm00001d027775	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181505	Zm00001d017966	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181507	Zm00001d017965	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181519	Zm00001d017960	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181522	Zm00001d017959	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181533	4:14630316-14631190	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G181536	Zm00001d049068	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181540	Zm00001d048162	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181542	Zm00001d048163	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181546	Zm00001d023274	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G181551	Zm00001d048165	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181566	Zm00001d048169	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181568	Zm00001d048171	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181605	Zm00001d022517	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181607	Zm00001d022518	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G181637	Zm00001d017761	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300031	Zm00001d043886	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300044	Zm00001d034057	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300080	Zm00001d036845	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300111	Zm00001d002495	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300119	Zm00001d016087	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300125	Zm00001d011495	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300133	Zm00001d014793	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300135	Zm00001d014794	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300141	Zm00001d049722	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G300163	Zm00001d047206	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300217	Zm00001d018743	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300238	Zm00001d025531	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G300238	Zm00001d025532	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G300258	Zm00001d050155	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300348	Zm00001d036345	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300375	Zm00001d011963	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300408	Zm00001d045144	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300412	Zm00001d033880	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G300412	Zm00001d033881	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G300424	1:117361864-117363889	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G300437	Zm00001d041318	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G300497	Zm00001d002268	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G300500	Zm00001d002267	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300569	Zm00001d025755	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300589	Zm00001d010635	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300600	1:155740514-155741853	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G300610	8:77281961-77282380	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G300624	Zm00001d052143	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300672	Zm00001d015634	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300692	Zm00001d028824	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300709	Zm00001d022276	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300771	Zm00001d017135	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300784	1:250533254-250535269	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G300786	Zm00001d031119	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300788	Zm00001d031118	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300801	Zm00001d027727	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300812	Zm00001d017158	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300816	5:187205414-187206793	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G300841	Zm00001d016077	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300862	Zm00001d042264	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300866	Zm00001d014967	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G300916	4:116523800-116524658	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G300924	Zm00001d051239	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300944	Zm00001d013496	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300945	Zm00001d013495	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300955	Zm00001d005650	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300965	Zm00001d023859	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300969	Zm00001d023858	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G300990	Zm00001d005361	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G300995	10:14674728-14675324	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G301031	Zm00001d032834	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301071	Zm00001d033954	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301089	Zm00001d033957	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301096	Zm00001d037876	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301098	Zm00001d031268	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301122	Zm00001d023523	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G301124	Zm00001d023524	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301148	Zm00001d052813	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301172	Zm00001d042090	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301194	Zm00001d003368	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301208	Zm00001d013509	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301246	Zm00001d025651	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301271	Zm00001d029314	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301287	Zm00001d016375	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301294	1:65559528-65561400	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G301297	Zm00001d029305	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301355	Zm00001d004698	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301376	Zm00001d008784	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301387	Zm00001d002230	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301389	Zm00001d002232	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301399	Zm00001d007585	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G301405	Zm00001d013796	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301485	Zm00001d026094	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301512	Zm00001d053587	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301513	Zm00001d053588	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301536	Zm00001d021137	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301546	Zm00001d045414	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301553	Zm00001d005449	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301585	Zm00001d051448	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301614	2:164774673-164775318	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G301642	Zm00001d040464	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301647	Zm00001d052067	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301663	Zm00001d041685	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301699	Zm00001d018833	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G301738	Zm00001d006471	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301797	4:107310356-107311137	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G301803	Zm00001d035208	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301805	Zm00001d034835	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301823	Zm00001d028880	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301848	4:107261274-107263231	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G301853	Zm00001d011711	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G301860	Zm00001d045204	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301877	Zm00001d050607	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301884	Zm00001d035206	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301885	Zm00001d028151	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301893	Zm00001d041012	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301904	Zm00001d020935	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301908	Zm00001d052819	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301909	Zm00001d046644	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301932	Zm00001d022326	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301934	Zm00001d022327	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G301961	Zm00001d054111	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302002	Zm00001d039951	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302035	Zm00001d011926	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302045	Zm00001d011929	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302074	Zm00001d011932	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302080	Zm00001d011934	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302160	Zm00001d049648	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302171	Zm00001d042936	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302195	Zm00001d011448	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G302233	Zm00001d007639	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302245	Zm00001d042880	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302259	Zm00001d049649	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302279	Zm00001d041684	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302293	Zm00001d043202	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302295	Zm00001d031762	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G302322	4:113710912-113711384	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G302323	Zm00001d049493	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302373	Zm00001d029702	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302405	Zm00001d009316	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	many-to-1
GRMZM2G302405	Zm00001d009317	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	many-to-1
GRMZM2G302499	Zm00001d052578	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302549	Zm00001d013070	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302559	Zm00001d042982	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302563	5:114756511-114757488	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G302592	Zm00001d003722	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302601	Zm00001d021673	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G302604	Zm00001d021936	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302639	Zm00001d012689	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302664	Zm00001d037494	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302673	Zm00001d020563	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302701	Zm00001d002250	No_change_in_genomic_sequence	Direct_mapping	many-to-many
GRMZM2G302701	Zm00001d002251	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G302712	Zm00001d002253	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302778	Zm00001d019343	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
